"sid","sinc","dept","scode","stitle","pcode","sem","ord","tp","part","sbatch","credits","my","totmax","ciamax","seemax","tstatus","valcode","facid","OMR"
"190","0","SCI","23SCMAL111","ESSENTIALS AND APPLICATIONS OF MATHEMATICAL, PHYSICAL AND CHEMICAL SCIENCES","72","1","5","T","2","2024","4","DEC-2024","100","30","70","1","131001","0","0"
"191","0","SCI","23SCMAL112","ADVANCES IN MATHEMATICAL, PHYSICAL AND CHEMICAL SCIENCES","72","1","6","T","2","2024","4","DEC-2024","100","30","70","1","132001","0","0"
"192","0","CSC","23CSSDL101","DESIGN THINKING","72","1","15","G","3","2024","2","DEC-2024","50","15","35","1","715001","0","0"
"193","0","COM","23MGMDL101","PRINCIPLES OF MANAGEMENT","72","1","16","G","3","2024","2","DEC-2024","50","15","35","1","730001","0","0"
"194","0","VAC","23STVAP102","STATISTICAL TECHNIQUES USING MS-EXCEL LAB","72","1","25","EP","4","2024","2","DEC-2024","50","15","35","0",,"0","0"
"195","0","ENG","23ENLAL111","ENGLISH-I","73","1","1","T","1","2024","3","DEC-2024","100","30","70","1","121001","0","0"
"196","1","TEL","23TELAL111A","TELUGU-I                  ","73","1","2","T","1","2024","3","DEC-2024","100","30","70","1","133001","0","0"
"197","0","HIN","23HILAL111A","HINDI-I                    ","73","1","2","T","1","2024","3","DEC-2024","100","30","70","1","124001","0","0"
"198","0","SCI","23SCMAL111","ESSENTIALS AND APPLICATIONS OF MATHEMATICAL, PHYSICAL AND CHEMICAL SCIENCES","73","1","5","T","2","2024","4","DEC-2024","100","30","70","1","131001","0","0"
"199","0","SCI","23SCMAL112","ADVANCES IN MATHEMATICAL, PHYSICAL AND CHEMICAL SCIENCES","73","1","6","T","2","2024","4","DEC-2024","100","30","70","1","132001","0","0"
"200","0","CSC","23CSSDL101","DESIGN THINKING","73","1","15","G","3","2024","2","DEC-2024","50","15","35","1","715001","0","0"
"201","0","COM","23MGMDL101","PRINCIPLES OF MANAGEMENT","73","1","16","G","3","2024","2","DEC-2024","50","15","35","1","730001","0","0"
"202","1","VAC","23STVAP102","STATISTICAL TECHNIQUES USING MS-EXCEL LAB","73","1","25","EP","4","2024","2","DEC-2024","50","15","35","0",,"0","0"
"203","0","ENG","23ENLAL112","BUSINESS ENGLISH-I                 ","74","1","1","T","1","2024","3","DEC-2024","100","30","70","1","122001","0","0"
"204","1","TEL","23TELAL111A","TELUGU-I                  ","74","1","2","T","1","2024","3","DEC-2024","100","30","70","1","133001","0","0"
"205","0","HIN","23HILAL111A","HINDI-I                    ","74","1","2","T","1","2024","3","DEC-2024","100","30","70","1","124001","0","0"
"206","0","SCI","23SCMAL111","ESSENTIALS AND APPLICATIONS OF MATHEMATICAL, PHYSICAL AND CHEMICAL SCIENCES","74","1","5","T","2","2024","4","DEC-2024","100","30","70","1","131001","0","0"
"207","0","SCI","23SCMAL112","ADVANCES IN MATHEMATICAL, PHYSICAL AND CHEMICAL SCIENCES","74","1","6","T","2","2024","4","DEC-2024","100","30","70","1","132001","0","0"
"208","0","CSC","23CSSDL101","DESIGN THINKING","74","1","15","G","3","2024","2","DEC-2024","50","15","35","1","715001","0","0"
"209","0","COM","23MGMDL101","PRINCIPLES OF MANAGEMENT","74","1","16","G","3","2024","2","DEC-2024","50","15","35","1","730001","0","0"
"210","0","VAC","23MAVAL101","ELEMENTARY NUMBER THEORY","74","1","25","E","4","2024","2","DEC-2024","50","15","35","1","726001","0","0"
"211","0","ENG","23ENLAL112","BUSINESS ENGLISH-I                 ","75","1","1","T","1","2024","3","DEC-2024","100","30","70","1","122001","0","0"
"212","1","TEL","23TELAL111A","TELUGU-I                  ","75","1","2","T","1","2024","3","DEC-2024","100","30","70","1","133001","0","0"
"213","0","HIN","23HILAL111A","HINDI-I                    ","75","1","2","T","1","2024","3","DEC-2024","100","30","70","1","124001","0","0"
"214","0","SCI","23SCMAL111","ESSENTIALS AND APPLICATIONS OF MATHEMATICAL, PHYSICAL AND CHEMICAL SCIENCES","75","1","5","T","2","2024","4","DEC-2024","100","30","70","1","131001","0","0"
"215","0","SCI","23SCMAL112","ADVANCES IN MATHEMATICAL, PHYSICAL AND CHEMICAL SCIENCES","75","1","6","T","2","2024","4","DEC-2024","100","30","70","1","132001","0","0"
"216","0","CSC","23CSSDL101","DESIGN THINKING","75","1","15","G","3","2024","2","DEC-2024","50","15","35","1","715001","0","0"
"217","0","COM","23MGMDL101","PRINCIPLES OF MANAGEMENT","75","1","16","G","3","2024","2","DEC-2024","50","15","35","1","730001","0","0"
"218","0","VAC","23MAVAL101","ELEMENTARY NUMBER THEORY","75","1","25","E","4","2024","2","DEC-2024","50","15","35","1","726001","0","0"
"219","0","ENG","23ENLAL112","BUSINESS ENGLISH-I                 ","76","1","1","T","1","2024","3","DEC-2024","100","30","70","1","122001","0","0"
"220","1","TEL","23TELAL111A","TELUGU-I                  ","76","1","2","T","1","2024","3","DEC-2024","100","30","70","1","133001","0","0"
"221","0","HIN","23HILAL111A","HINDI-I                    ","76","1","2","T","1","2024","3","DEC-2024","100","30","70","1","124001","0","0"
"222","0","SCI","23SCMAL111","ESSENTIALS AND APPLICATIONS OF MATHEMATICAL, PHYSICAL AND CHEMICAL SCIENCES","76","1","5","T","2","2024","4","DEC-2024","100","30","70","1","131001","0","0"
"223","0","SCI","23SCMAL112","ADVANCES IN MATHEMATICAL, PHYSICAL AND CHEMICAL SCIENCES","76","1","6","T","2","2024","4","DEC-2024","100","30","70","1","132001","0","0"
"224","0","CSC","23CSSDL101","DESIGN THINKING","76","1","15","G","3","2024","2","DEC-2024","50","15","35","1","715001","0","0"
"225","0","COM","23MGMDL101","PRINCIPLES OF MANAGEMENT","76","1","16","G","3","2024","2","DEC-2024","50","15","35","1","730001","0","0"
"226","0","VAC","23STVAP101","FUNDAMENTALS OF STATISTICS USING MS-EXCEL LAB","76","1","25","EP","4","2024","2","DEC-2024","50","15","35","0",,"0","0"
"227","0","ENG","23ENLAL112","BUSINESS ENGLISH-I                 ","77","1","1","T","1","2024","3","DEC-2024","100","30","70","1","122001","0","0"
"228","1","TEL","23TELAL111A","TELUGU-I                  ","77","1","2","T","1","2024","3","DEC-2024","100","30","70","1","133001","0","0"
"229","0","HIN","23HILAL111A","HINDI-I                    ","77","1","2","T","1","2024","3","DEC-2024","100","30","70","1","124001","0","0"
"230","0","SCI","23SCMAL111","ESSENTIALS AND APPLICATIONS OF MATHEMATICAL, PHYSICAL AND CHEMICAL SCIENCES","77","1","5","T","2","2024","4","DEC-2024","100","30","70","1","131001","0","0"
"231","0","SCI","23SCMAL112","ADVANCES IN MATHEMATICAL, PHYSICAL AND CHEMICAL SCIENCES","77","1","6","T","2","2024","4","DEC-2024","100","30","70","1","132001","0","0"
"232","0","CSC","23CSSDL101","DESIGN THINKING","77","1","15","G","3","2024","2","DEC-2024","50","15","35","1","715001","0","0"
"233","0","COM","23MGMDL101","PRINCIPLES OF MANAGEMENT","77","1","16","G","3","2024","2","DEC-2024","50","15","35","1","730001","0","0"
"234","0","VAC","23STVAP101","FUNDAMENTALS OF STATISTICS USING MS-EXCEL LAB","77","1","25","EP","4","2024","2","DEC-2024","50","15","35","0",,"0","0"
"235","0","ENG","23ENLAL111","ENGLISH-I","53","1","1","T","1","2024","3","DEC-2024","100","30","70","1","121001","0","0"
"236","1","TEL","23TELAL111A","TELUGU-I","53","1","2","T","1","2024","3","DEC-2024","100","30","70","1","133001","0","0"
"237","0","HIN","23HILAL111A","HINDI-I","53","1","2","T","1","2024","3","DEC-2024","100","30","70","1","124001","0","0"
"238","0","BOT","23BIMAL111","INTRODUCTION TO CLASSICAL BIOLOGY","53","1","5","T","2","2024","4","DEC-2024","100","30","70","1","105001","0","0"
"239","0","BOT","23BIMAL112","INTRODUCTION TO APPLIED BIOLOGY","53","1","6","T","2","2024","4","DEC-2024","100","30","70","1","106001","0","0"
"240","0","CSC","23CSSDP101","COMPUTER FUNDAMENTALS AND OFFICE TOOLS (ICT) LAB-I","53","1","15","L","3","2024","2","DEC-2024","50","15","35","0",,"0","0"
"241","0","ECO","23ECMDL101","FUNDAMENTALS OF ECONOMICS","53","1","16","G","3","2024","2","DEC-2024","50","15","35","1","719001","0","0"
"242","0","BOT","23BOVAP102","FUNDAMENTALS OF BIOINFORMATICS","53","1","25","EP","4","2024","2","DEC-2024","50","15","35","0",,"0","0"
"243","0","CHE","23CHVAP103","INORGANIC AND ORGANIC PREPARATIONS","62","1","25","EP","4","2024","2","DEC-2024","50","15","35","0",,"0","0"
"244","0","ECO","23ECVAL101","FINANCIAL MARKETS","42","1","25","E","4","2024","2","DEC-2024","50","15","35","1","720001","0","0"
"245","0","HIN","23HILAL111A","HINDI-I","41","1","2","T","1","2024","3","DEC-2024","100","30","70","0","124001","0","0"
"246","0","ENG","23ENLAL121","ENGLISH-II","11","2","1","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"247","1","TEL","23TELAL121A","TELUGU-II","11","2","2","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"248","0","ELE","23HILAL121A","HINDI-II","11","2","2","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"249","0","ECO","23ECMAL121","MICRO ECONOMICS","11","2","5","T","2","2024","4","APR-2025","100","30","70","1",,"0","0"
"250","0","ECO","23ECMAL122","MATHEMATICAL METHODS FOR ECONOMICS ","11","2","6","T","2","2024","4","APR-2025","100","30","70","1",,"0","0"
"251","0","CSC","23CAMIL121","OFFICE AUTOMATION TOOLS","11","2","7","T","2","2024","3","APR-2025","100","30","70","1",,"0","0"
"252","0","CSC","23CAMIP121","OFFICE AUTOMATION TOOLS LAB","11","2","8","L","2","2024","1","APR-2025","50","15","35","0",,"0","0"
"253","0","CAIP","23CAIP121","COMMUNITY SERVICE PROJECT","11","2","9","CS","2","2024","4","APR-2025","100","100","0","0",,"0","0"
"254","0","MDC","23PHMDL101","PRINCIPLES OF PHYSICAL SCIENCES","11","2","15","G","3","2024","2","APR-2025","50","15","35","1",,"0","0"
"255","0","SDC","23MGSDL101","PROJECT MANAGEMENT ","11","2","16","G","3","2024","2","APR-2025","50","15","35","1",,"0","0"
"256","0","ENG","23ENLAL121","ENGLISH-II","21","2","1","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"257","1","TEL","23TELAL121A","TELUGU-II","21","2","2","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"258","0","HIN","23HILAL121A","HINDI-II","21","2","2","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"259","0","COM","23COMAL121","FINANCIAL ACCOUNTING ","21","2","5","T","2","2024","4","APR-2025","100","30","70","1",,"0","0"
"260","0","COM","23COMAL122","BUSINESS MANAGEMENT","21","2","6","T","2","2024","4","APR-2025","100","30","70","1",,"0","0"
"261","0","COM","23IMMIL121","PRINCIPLES AND PRACTICE OF LIFE INSURANCE","21","2","7","T","3","2024","4","APR-2025","100","30","70","1",,"0","0"
"262","0","CAIP","23CAIP121","COMMUNITY SERVICE PROJECT","21","2","8","CS","2","2024","4","APR-2025","100","100","0","0",,"0","0"
"263","0","MDC","23STMDL101","BASIC STATISTICS","21","2","15","G","3","2024","2","APR-2025","50","15","35","1",,"0","0"
"264","0","SDC","23CSSDP102","INTERNET FUNDAMENTALS AND WEB TOOLS (ICT) LAB-II","21","2","16","L","3","2024","2","APR-2025","50","15","35","0",,"0","0"
"265","0","ENG","23ENLAL121","ENGLISH-II","22","2","1","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"266","1","TEL","23TELAL121A","TELUGU-II","22","2","2","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"267","0","HIN","23HILAL121A","HINDI-II","22","2","2","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"268","0","COM","23COMAL121","FINANCIAL ACCOUNTING ","22","2","5","T","2","2024","3","APR-2025","100","30","70","1",,"0","0"
"269","0","CSC","23CAMAL122","OFFICE AUTOMATION TOOLS","22","2","6","T","2","2024","3","APR-2025","100","30","70","1",,"0","0"
"270","0","COM","23DMMIL121","MARKETING ","22","2","7","T","2","2024","4","APR-2025","100","30","70","1",,"0","0"
"271","0","COM","23COMAP121","FINANCIAL ACCOUNTING LAB","22","2","8","L","2","2024","1","APR-2025","50","15","35","0",,"0","0"
"272","0","CSC","23CAMAP122","OFFICE AUTOMATION TOOLS LAB","22","2","9","L","2","2024","1","APR-2025","50","15","35","0",,"0","0"
"273","0","CAIP","23CAIP121","COMMUNITY SERVICE PROJECT","22","2","10","CS","2","2024","4","APR-2025","100","100","0","0",,"0","0"
"274","0","MDC","23STMDL101","BASIC STATISTICS","22","2","15","G","3","2024","2","APR-2025","50","15","35","1",,"0","0"
"275","0","SDC","23COSDL102","INSURANCE PROMOTIONS","22","2","16","G","3","2024","2","APR-2025","50","15","35","1",,"0","0"
"276","0","ENG","23ENLAL121","ENGLISH-II","23","2","1","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"277","1","TEL","23TELAL121A","TELUGU-II","23","2","2","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"278","0","HIN","23HILAL121A","HINDI-II","23","2","2","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"279","0","COM","23COMAL121","FINANCIAL ACCOUNTING ","23","2","5","T","2","2024","3","APR-2025","100","30","70","1",,"0","0"
"280","0","CSC","23CAMAL122","OFFICE AUTOMATION TOOLS","23","2","6","T","2","2024","3","APR-2025","100","30","70","1",,"0","0"
"281","0","COM","23DMMIL121","MARKETING ","23","2","7","T","2","2024","4","APR-2025","100","30","70","1",,"0","0"
"282","0","COM","23COMAP121","FINANCIAL ACCOUNTING LAB","23","2","8","L","2","2024","1","APR-2025","50","15","35","0",,"0","0"
"283","0","CSC","23CAMAP122","OFFICE AUTOMATION TOOLS LAB","23","2","9","L","2","2024","1","APR-2025","50","15","35","0",,"0","0"
"284","0","CAIP","23CAIP121","COMMUNITY SERVICE PROJECT","23","2","10","CS","2","2024","4","APR-2025","100","100","0","0",,"0","0"
"285","0","MDC","23STMDL101","BASIC STATISTICS","23","2","15","G","3","2024","2","APR-2025","50","15","35","1",,"0","0"
"286","0","SDC","23COSDL102","INSURANCE PROMOTIONS","23","2","16","G","3","2024","2","APR-2025","50","15","35","1",,"0","0"
"287","0","ENG","23ENLAL121","ENGLISH-II","24","2","1","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"288","1","TEL","23TELAL121A","TELUGU-II","24","2","2","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"289","0","HIN","23HILAL121A","HINDI-II","24","2","2","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"290","0","COM","23COMAL121","FINANCIAL ACCOUNTING ","24","2","5","T","2","2024","4","APR-2025","100","30","70","1",,"0","0"
"291","0","CSC","23CAMAL122","OFFICE AUTOMATION TOOLS","24","2","6","T","2","2024","3","APR-2025","100","30","70","1",,"0","0"
"292","0","COM","23DMMIL121","MARKETING ","24","2","7","T","2","2024","4","APR-2025","100","30","70","1",,"0","0"
"293","0","COM","23COMAP121","FINANCIAL ACCOUNTING LAB","24","2","8","L","2","2024","1","APR-2025","50","15","35","0",,"0","0"
"294","0","CSC","23CAMAP122","OFFICE AUTOMATION TOOLS LAB","24","2","9","L","2","2024","1","APR-2025","50","15","35","0",,"0","0"
"295","0","CAIP","23CAIP121","COMMUNITY SERVICE PROJECT","24","2","10","CS","2","2024","4","APR-2025","100","100","0","0",,"0","0"
"296","0","MDC","23STMDL101","BASIC STATISTICS","24","2","15","G","3","2024","2","APR-2025","50","15","35","1",,"0","0"
"297","0","SDC","23COSDL102","INSURANCE PROMOTIONS","24","2","16","G","3","2024","2","APR-2025","50","15","35","1",,"0","0"
"298","0","ENG","23ENLAL122","BUSINESS ENGLISH-II","25","2","1","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"299","1","TEL","23TELAL121A","TELUGU-II","25","2","2","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"300","0","HIN","23HILAL121A","HINDI-II","25","2","2","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"301","0","COM","23COMAL121","FINANCIAL ACCOUNTING ","25","2","5","T","2","2024","4","APR-2025","100","30","70","1",,"0","0"
"302","0","COM","23TPMAL122","ELEMENTS OF INCOME TAX  ","25","2","6","T","2","2024","4","APR-2025","100","30","70","1",,"0","0"
"303","0","COM","23FIMIL121","BANKING FOR BUSINESS PROCESS SERVICES","25","2","7","T","2","2024","4","APR-2025","100","30","70","1",,"0","0"
"304","0","CAIP","23CAIP121","COMMUNITY SERVICE PROJECT","25","2","8","CS","2","2024","4","APR-2025","100","100","0","0",,"0","0"
"305","0","MDC","23STMDL101","BASIC STATISTICS","25","2","15","G","3","2024","2","APR-2025","50","15","35","1",,"0","0"
"306","0","SDC","23CSSDP102","INTERNET FUNDAMENTALS AND WEB TOOLS (ICT) LAB-II","25","2","16","L","3","2024","2","APR-2025","50","15","35","0",,"0","0"
"307","0","ENG","23ENLAL122","BUSINESS ENGLISH-II","26","2","1","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"308","1","TEL","23TELAL121A","TELUGU-II","26","2","2","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"309","0","HIN","23HILAL121A","HINDI-II","26","2","2","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"310","0","COM","23COMAL121","FINANCIAL ACCOUNTING ","26","2","5","T","2","2024","4","APR-2025","100","30","70","1",,"0","0"
"311","0","COM","23FIMAL122","ELEMENTS OF FINANCIAL MANAGEMENT","26","2","6","T","2","2024","4","APR-2025","100","30","70","1",,"0","0"
"312","0","COM","23TXMIL121","ELEMENTS OF INCOME TAX","26","2","7","T","2","2024","4","APR-2025","100","30","70","1",,"0","0"
"313","0","CAIP","23CAIP121","COMMUNITY SERVICE PROJECT","26","2","8","CS","2","2024","4","APR-2025","100","100","0","0",,"0","0"
"314","0","MDC","23STMDL101","BASIC STATISTICS","26","2","15","G","3","2024","2","APR-2025","50","15","35","1",,"0","0"
"315","0","SDC","23CSSDP102","INTERNET FUNDAMENTALS AND WEB TOOLS (ICT) LAB-II","26","2","16","L","3","2024","2","APR-2025","50","15","35","0",,"0","0"
"316","0","ENG","23ENLAL122","BUSINESS ENGLISH-II","27","2","1","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"317","1","TEL","23TELAL121A","TELUGU-II","27","2","2","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"318","0","HIN","23HILAL121A","HINDI-II","27","2","2","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"319","0","COM","23COMAL121","FINANCIAL ACCOUNTING ","27","2","5","T","2","2024","4","APR-2025","100","30","70","1",,"0","0"
"320","0","COM","23BPMAL122","FINANCE AND ACCOUNTING FOR BPS    ","27","2","6","T","2","2024","4","APR-2025","100","30","70","1",,"0","0"
"321","0","COM","23FIMIL121","BANKING FOR BUSINESS PROCESS SERVICE ","27","2","7","T","2","2024","4","APR-2025","100","30","70","1",,"0","0"
"322","0","CAIP","23CAIP121","COMMUNITY SERVICE PROJECT","27","2","8","CS","2","2024","4","APR-2025","100","100","0","0",,"0","0"
"323","0","MDC","23STMDL101","BASIC STATISTICS","27","2","15","G","3","2024","2","APR-2025","50","15","35","1",,"0","0"
"324","0","SDC","23CSSDP102","INTERNET FUNDAMENTALS AND WEB TOOLS (ICT) LAB-II","27","2","16","L","3","2024","2","APR-2025","50","15","35","0",,"0","0"
"325","0","ENG","23ENLAL122","BUSINESS ENGLISH-II","28","2","1","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"326","1","TEL","23TELAL121A","TELUGU-II","28","2","2","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"327","0","HIN","23HILAL121A","HINDI-II","28","2","2","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"328","0","COM","23COMAL121","FINANCIAL ACCOUNTING ","28","2","5","T","2","2024","4","APR-2025","100","30","70","1",,"0","0"
"329","0","COM","23BKMAL122","BANKING THEORY & PRACTICE ","28","2","6","T","2","2024","4","APR-2025","100","30","70","1",,"0","0"
"330","0","COM","23IMMIL121","PRINCIPLES AND PRACTICE OF LIFE INSURANCE","28","2","7","T","2","2024","4","APR-2025","100","30","70","1",,"0","0"
"331","0","CAIP","23CAIP121","COMMUNITY SERVICE PROJECT","28","2","8","CS","2","2024","4","APR-2025","100","100","0","0",,"0","0"
"332","0","MDC","23STMDL101","BASIC STATISTICS","28","2","15","G","3","2024","2","APR-2025","50","15","35","1",,"0","0"
"333","0","SDC","23CSSDP102","INTERNET FUNDAMENTALS AND WEB TOOLS (ICT) LAB-II","28","2","16","L","3","2024","2","APR-2025","50","15","35","0",,"0","0"
"334","0","ENG","23ENLAL122","BUSINESS ENGLISH-II","31","2","1","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"335","1","TEL","23TELAL121A","TELUGU-II","31","2","2","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"336","0","HIN","23HILAL121A","HINDI-II","31","2","2","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"337","0","MGT","23MGMAL121","PRINCIPLES OF MANAGEMENT","31","2","5","T","2","2024","4","APR-2025","100","30","70","1",,"0","0"
"338","0","ECO","23ECMAL123","BUSINESS ECONOMICS","31","2","6","T","2","2024","4","APR-2025","100","30","70","1",,"0","0"
"339","0","MGT","23FMMIL121","FINANCIAL INSTITUTIONS & MARKETS","31","2","7","T","2","2024","4","APR-2025","100","30","70","1",,"0","0"
"340","0","CAIP","23CAIP121","COMMUNITY SERVICE PROJECT","31","2","8","CS","2","2024","4","APR-2025","100","100","0","0",,"0","0"
"341","0","SDC","23MGSDP101","BUSINESS ANALYTICS USING MS-EXCEL LAB","31","2","15","L","3","2024","2","APR-2025","50","15","35","0",,"0","0"
"342","0","ENG","23ENLAL122","BUSINESS ENGLISH-II","32","2","1","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"343","1","TEL","23TELAL121A","TELUGU-II","32","2","2","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"344","0","HIN","23HILAL121A","HINDI-II","32","2","2","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"345","0","MGT","23MGMAL121","PRINCIPLES OF MANAGEMENT","32","2","5","T","2","2024","4","APR-2025","100","30","70","1",,"0","0"
"346","0","ECO","23ECMAL123","BUSINESS ECONOMICS","32","2","6","T","2","2024","4","APR-2025","100","30","70","1",,"0","0"
"347","0","ANA","23ANMIL121","FUNDAMENTALS OF R PROGRAMMING ","32","2","7","T","2","2024","3","APR-2025","100","30","70","1",,"0","0"
"348","0","ANA","23ANMIP121","FUNDAMENTALS OF R PROGRAMMING LAB","32","2","8","L","2","2024","1","APR-2025","50","15","35","0",,"0","0"
"349","0","CAIP","23CAIP121","COMMUNITY SERVICE PROJECT","32","2","9","CS","2","2024","4","APR-2025","100","100","0","0",,"0","0"
"350","0","SDC","23MGSDP101","BUSINESS ANALYTICS USING MS-EXCEL LAB","32","2","15","L","3","2024","2","APR-2025","50","15","35","0",,"0","0"
"351","0","ENG","23ENLAL122","BUSINESS ENGLISH-II","33","2","1","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"352","1","TEL","23TELAL121A","TELUGU-II","33","2","2","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"353","0","HIN","23HILAL121A","HINDI-II","33","2","2","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"354","0","ANA","23ANMAL121","FUNDAMENTALS OF BUSINESS ANALYTICS","33","2","5","T","2","2024","4","APR-2025","100","30","70","1",,"0","0"
"355","0","ANA","23ANMAL122","MARKETING MANAGEMENT","33","2","6","T","2","2024","4","APR-2025","100","30","70","1",,"0","0"
"356","0","STA","23STMIL123","DESCRIPTIVE STATSTICS FOR BUSINESS ANALYTICS","33","2","7","T","2","2024","3","APR-2025","100","30","70","1",,"0","0"
"357","0","STA","23STMIP122","DESCRIPTIVE STATISTICS FOR BUSINESS ANALYTICS USING EXCEL LAB","33","2","8","L","2","2024","1","APR-2025","50","15","35","0",,"0","0"
"358","0","CAIP","23CAIP121","COMMUNITY SERVICE PROJECT","33","2","9","CS","2","2024","4","APR-2025","100","100","0","0",,"0","0"
"359","0","MDC","23ANMDP102","POWER BI LAB","33","2","15","L","3","2024","2","APR-2025","50","15","35","0",,"0","0"
"360","0","SDC","23ANSDP102","STATISTICAL DATA ANALYSIS USING R-PROGRAMMING  LAB","33","2","16","L","3","2024","2","APR-2025","50","15","35","0",,"0","0"
"361","0","VAC","23ANVAL102","MANAGERIAL ECONOMICS","33","2","25","E","4","2024","2","APR-2025","50","15","35","1",,"0","0"
"362","0","ENG","23ENLAL121","ENGLISH-II","41","2","1","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"363","1","TEL","23TELAL121A","TELUGU-II","41","2","2","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"364","0","HIN","23HILAL121A","HINDI-II","41","2","2","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"365","0","CSC","23BCMAL121","OFFICE AUTOMATION TOOLS","41","2","5","T","2","2024","3","APR-2025","100","30","70","1",,"0","0"
"366","0","CSC","23BCMAL122","PROGRAMMING IN C","41","2","6","T","2","2024","3","APR-2025","100","30","70","1",,"0","0"
"367","0","CSC","23CYMIL121","COMPUTER NETWORKS","41","2","7","T","2","2024","3","APR-2025","100","30","70","1",,"0","0"
"368","0","CSC","23BCMAP121","OFFICE AUTOMATION TOOLS LAB","41","2","8","L","2","2024","1","APR-2025","50","15","35","0",,"0","0"
"369","0","CSC","23BCMAP122","PROGRAMMING IN C LAB","41","2","9","L","2","2024","1","APR-2025","50","15","35","0",,"0","0"
"370","0","CSC","23CYMIP121","COMPUTER NETWORKS LAB ","41","2","10","L","2","2024","1","APR-2025","50","15","35","0",,"0","0"
"371","0","CAIP","23CAIP121","COMMUNITY SERVICE PROJECT","41","2","12","CS","2","2024","4","APR-2025","100","100","0","0",,"0","0"
"372","0","CVAC","23BOCVL101","ENVIRONMENTAL EDUCATION","41","2","15","G","3","2024","2","APR-2025","50","15","35","1",,"0","0"
"373","0","MDC","23STMDL101","BASIC STATISTICS","41","2","16","G","3","2024","2","APR-2025","50","15","35","1",,"0","0"
"374","0","SDC","23CSSDL102","CYBER-SECURITY","41","2","17","G","3","2024","2","APR-2025","50","15","35","1",,"0","0"
"375","0","ENG","23ENLAL121","ENGLISH-II","42","2","1","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"376","1","TEL","23TELAL121A","TELUGU-II","42","2","2","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"377","0","HIN","23HILAL121A","HINDI-II","42","2","2","T","1","2024","3","APR-2025","100","30","70","1",,"0","0"
"378","0","CSC","23BCMAL121","OFFICE AUTOMATION TOOLS","42","2","5","T","2","2024","3","APR-2025","100","30","70","1",,"0","0"
"379","0","CSC","23BCMAL122","PROGRAMMING IN C","42","2","6","T","2","2024","3","APR-2025","100","30","70","1",,"0","0"
"380","0","DSAI","23DAMIL121","PYTHON PROGRAMMING","42","2","7","T","2","2024","3","APR-2025","100","30","70","1",,"0","0"
"381","0","CSC","23BCMAP121","OFFICE AUTOMATION TOOLS LAB","42","2","8","L","2","2024","1","APR-2025","50","15","35","0",,"0","0"
"382","0","CSC","23BCMAP122","PROGRAMMING IN C LAB","42","2","9","L","2","2024","1","APR-2025","50","15","35","0",,"0","0"
"383","0","DSAI","23DAMIP121","PYTHON PROGRAMMING LAB","42","2","10","L","2","2024","1","APR-2025","50","15","35","0",,"0","0"
"384","0","CAIP","23CAIP121","COMMUNITY SERVICE PROJECT","42","2","12","CS","2","2024","4","APR-2025","100","100","0","0",,"0","0"
